mistake_id	text_id	type	text	attr_weight_language	cause	correction	tokens_id
3923	335	Prepositions	Despite of	Major	Other	Despite	261
3923	335	Prepositions	Despite of	Major	Other	Despite	262
3924	335	Spelling	speciefic	Minor	Typo	specific	263
3925	335	Articles	s	Major	Absence_of_Category_in_L1	a/the	NA
3926	335	note	Despite of speciefic theme of my lyrics	Minor	Other	what do you mean here?	261
3926	335	note	Despite of speciefic theme of my lyrics	Minor	Other	what do you mean here?	262
3926	335	note	Despite of speciefic theme of my lyrics	Minor	Other	what do you mean here?	263
3926	335	note	Despite of speciefic theme of my lyrics	Minor	Other	what do you mean here?	264
3926	335	note	Despite of speciefic theme of my lyrics	Minor	Other	what do you mean here?	265
3926	335	note	Despite of speciefic theme of my lyrics	Minor	Other	what do you mean here?	266
3926	335	note	Despite of speciefic theme of my lyrics	Minor	Other	what do you mean here?	267
3927	335	Punctuation	,	Minor	L1_interference	NA	282
3928	335	Spelling	rehersals	Minor	Typo	rehearsals	281
3929	335	Interrogative	I forgot	Major	Other	did I forget	291
3929	335	Interrogative	I forgot	Major	Other	did I forget	292
3930	335	Determiners	this	Critical	Other	these	309
3931	335	Abs_comp_clause	I'	Major	Other	that	315
3932	335	note	it's not so good as it seems to be	Minor	Other	why?	331
3932	335	note	it's not so good as it seems to be	Minor	Other	why?	333
3932	335	note	it's not so good as it seems to be	Minor	Other	why?	334
3932	335	note	it's not so good as it seems to be	Minor	Other	why?	335
3932	335	note	it's not so good as it seems to be	Minor	Other	why?	336
3932	335	note	it's not so good as it seems to be	Minor	Other	why?	337
3932	335	note	it's not so good as it seems to be	Minor	Other	why?	338
3932	335	note	it's not so good as it seems to be	Minor	Other	why?	339
3932	335	note	it's not so good as it seems to be	Minor	Other	why?	340
3933	335	note	Otherwise	Minor	Other	why did you put this word here?	342
3934	335	note	the aim	Minor	Other	what is your aim? It isn't formulated properly.	357
3934	335	note	the aim	Minor	Other	what is your aim? It isn't formulated properly.	358
3935	335	Prepositional_verb	forgot	Major	Other	forgot about	292
3935	336	Punctuation	-	NA	NA	NA	8
3936	336	lex_item_choice	basically	NA	NA	mostly	63
3937	336	lex_item_choice	unexplored	NA	NA	explored	90
3938	336	Word_choice	in the first instant	NA	NA	NA	93
3938	336	Word_choice	in the first instant	NA	NA	NA	94
3938	336	Word_choice	in the first instant	NA	NA	NA	95
3938	336	Word_choice	in the first instant	NA	NA	NA	96
3939	336	Lack_of_ref_device	course pape	NA	NA	this course paper	100
3940	336	lex_item_choice	secondarily	NA	NA	the second goal is	120
3941	336	Word_choice	to pick out the negative functions of hope and investigate them more carefully	NA	NA	to determine and investigate the negative functions of hope	121
3941	336	Word_choice	to pick out the negative functions of hope and investigate them more carefully	NA	NA	to determine and investigate the negative functions of hope	122
3941	336	Word_choice	to pick out the negative functions of hope and investigate them more carefully	NA	NA	to determine and investigate the negative functions of hope	123
3941	336	Word_choice	to pick out the negative functions of hope and investigate them more carefully	NA	NA	to determine and investigate the negative functions of hope	124
3941	336	Word_choice	to pick out the negative functions of hope and investigate them more carefully	NA	NA	to determine and investigate the negative functions of hope	125
3941	336	Word_choice	to pick out the negative functions of hope and investigate them more carefully	NA	NA	to determine and investigate the negative functions of hope	126
3941	336	Word_choice	to pick out the negative functions of hope and investigate them more carefully	NA	NA	to determine and investigate the negative functions of hope	127
3941	336	Word_choice	to pick out the negative functions of hope and investigate them more carefully	NA	NA	to determine and investigate the negative functions of hope	128
3941	336	Word_choice	to pick out the negative functions of hope and investigate them more carefully	NA	NA	to determine and investigate the negative functions of hope	129
3941	336	Word_choice	to pick out the negative functions of hope and investigate them more carefully	NA	NA	to determine and investigate the negative functions of hope	130
3941	336	Word_choice	to pick out the negative functions of hope and investigate them more carefully	NA	NA	to determine and investigate the negative functions of hope	131
3941	336	Word_choice	to pick out the negative functions of hope and investigate them more carefully	NA	NA	to determine and investigate the negative functions of hope	132
3941	336	Word_choice	to pick out the negative functions of hope and investigate them more carefully	NA	NA	to determine and investigate the negative functions of hope	133
3942	336	Quant_choice	a few	Minor	NA	some	56
3942	336	Quant_choice	a few	Minor	NA	some	57
3943	336	lex_item_choice	researches of	Minor	NA	studies on	58
3943	336	lex_item_choice	researches of	Minor	NA	studies on	59
3944	336	Punctuation	Nevertheless	Minor	NA	Nevertheless,	70
3945	336	Punctuation	Thus	Minor	NA	Thus,	92
3946	336	lex_item_choice	goal	NA	NA	first goal	98
3946	337	Discourse	One	NA	NA	Last	1
3947	337	Relative_clause	that	Major	Other	It	21
3948	337	Discourse	that	NA	NA	It	21
3949	337	Discourse	himself to be	Major	L1_interference	he was	34
3949	337	Discourse	himself to be	Major	L1_interference	he was	35
3949	337	Discourse	himself to be	Major	L1_interference	he was	36
3950	337	Verb_pattern	stopping	Critical	Other	stopped	43
3951	337	lex_item_choice	ensured	Major	Other	assured	53
3952	337	lex_item_choice	involved	Major	NA	injured	67
3953	337	Discourse	showed professional interest	NA	NA	was interested	72
3953	337	Discourse	showed professional interest	NA	NA	was interested	73
3953	337	Discourse	showed professional interest	NA	NA	was interested	74
3954	337	Articles	injured	Critical	Absence_of_Category_in_L1	the injured	78
3955	337	Discourse	need	Major	NA	asked whether the needed	80
3956	337	Prepositions	of	Critical	NA	NA	81
3957	337	Prepositions	on	Critical	Other	NA	87
3958	337	Articles	total number	Critical	Absence_of_Category_in_L1	a total number	88
3958	337	Articles	total number	Critical	Absence_of_Category_in_L1	a total number	89
3959	337	Tense_choice	have	Critical	L1_interference	had	99
3960	337	Articles	little shock	Critical	Absence_of_Category_in_L1	a little shock	106
3960	337	Articles	little shock	Critical	Absence_of_Category_in_L1	a little shock	107
3961	337	lex_item_choice	noticed	Major	L1_interference	remarked	116
3962	337	Tense_choice	is	Critical	L1_interference	was	120
3963	337	lex_item_choice	reported	Major	Other	promised	128
3964	337	Transitive	reporting on	Critical	L1_interference	reporting	13
3964	337	Transitive	reporting on	Critical	L1_interference	reporting	14
3964	338	Voice_choice	is created	Major	Other	NA	25
3964	338	Voice_choice	is created	Major	Other	NA	26
3965	338	lex_item_choice	is created	Major	NA	arise	25
3965	338	lex_item_choice	is created	Major	NA	arise	26
3966	338	Punctuation	,	Minor	NA	NA	62
3967	338	Prepositions	during	Major	L1_interference	in	63
3968	338	Discourse	said to be changed	NA	Other	bound to change	70
3968	338	Discourse	said to be changed	NA	Other	bound to change	71
3968	338	Discourse	said to be changed	NA	Other	bound to change	72
3968	338	Discourse	said to be changed	NA	Other	bound to change	73
3969	338	Number	is	Critical	Other	are	120
3970	338	Prepositions	pass	Major	NA	pass through	162
3971	338	Formational_affixes	Travel	Major	NA	Travelling	166
3972	338	Pronouns	The other	Critical	Absence_of_Category_in_L1	Another	213
3972	338	Pronouns	The other	Critical	Absence_of_Category_in_L1	Another	214
3973	338	lex_item_choice	given	Major	NA	presented	218
3974	338	Discourse	which	NA	NA	It	224
3975	338	Relative_clause	which	NA	NA	NA	224
3976	338	Seq_of_tenses	would	Critical	L1_interference	will	333
3977	338	Modals_choice	wouldn't	Critical	Other	can not	341
3977	338	Modals_choice	wouldn't	Critical	Other	can not	342
3978	338	Word_order	2050 year	Major	Other	year 2050	365
3978	338	Word_order	2050 year	Major	Other	year 2050	366
3979	338	Nouns	system	Major	Typo	systems, Sg/Pl confusion	369
3979	339	Word_choice	much	NA	NA	NA	NA
3980	339	Abs_comp_clause	difficult	NA	NA	how difficult it is	29
3981	339	Word_order	from it to get rid	NA	NA	to get rid of it	30
3981	339	Word_order	from it to get rid	NA	NA	to get rid of it	31
3981	339	Word_order	from it to get rid	NA	NA	to get rid of it	32
3981	339	Word_order	from it to get rid	NA	NA	to get rid of it	33
3981	339	Word_order	from it to get rid	NA	NA	to get rid of it	34
3982	339	Conjunctions	as	NA	NA	how	36
3982	340	Punctuation	public	Minor	NA	Public	3
3983	340	Nouns	their fears	Major	Other	this fear, Sg/Pl confusion	23
3983	340	Nouns	their fears	Major	Other	this fear, Sg/Pl confusion	24
3984	340	Redundant_comp	silly as inconceivable	Major	Other	as silly	129
3984	340	Redundant_comp	silly as inconceivable	Major	Other	as silly	130
3984	340	Redundant_comp	silly as inconceivable	Major	Other	as silly	131
3985	340	Discourse	are anxious	NA	NA	develop anxiety	152
3985	340	Discourse	are anxious	NA	NA	develop anxiety	153
3986	340	Articles	an	Critical	Absence_of_Category_in_L1	NA	240
3987	340	Determiners	the	Major	Other	some	277
3988	340	Formational_affixes	naturally	Major	Other	natural	293
3989	340	Articles	effort	Critical	Absence_of_Category_in_L1	an effort	297
3990	340	Punctuation	Personally	Minor	NA	Personally,	323
3991	340	Prepositional_verb	to	Major	L1_interference	over	377
3992	340	lex_item_choice	special	Major	L1_interference	universal	482
3993	340	Articles	the	Major	Absence_of_Category_in_L1	NA	490
3994	340	Absence_explanation	every appearance	Major	NA	every of your appearances	520
3994	340	Absence_explanation	every appearance	Major	NA	every of your appearances	521
3995	340	Prepositions	at	Major	NA	in	522
3996	340	Presentation	regard themselves being silly	NA	NA	regard themselves as silly	126
3996	340	Presentation	regard themselves being silly	NA	NA	regard themselves as silly	127
3996	340	Presentation	regard themselves being silly	NA	NA	regard themselves as silly	128
3996	340	Presentation	regard themselves being silly	NA	NA	regard themselves as silly	129
3996	341	Articles	figure	Critical	Absence_of_Category_in_L1	the figures	173
3997	341	Articles	age	Critical	Absence_of_Category_in_L1	the age	177
3998	341	Defining	,	Minor	L1_interference	NA	44
3999	341	Defining	,	Minor	L1_interference	NA	52
4000	341	suggestion	as	Major	Other	NA	50
4001	341	Absence_explanation	70%	Minor	Other	NA	55
4002	341	Number	is	Major	Other	are	75
4003	341	Redundant_comp	an insignificant percentage of	Minor	Other	NA	76
4003	341	Redundant_comp	an insignificant percentage of	Minor	Other	NA	77
4003	341	Redundant_comp	an insignificant percentage of	Minor	Other	NA	78
4003	341	Redundant_comp	an insignificant percentage of	Minor	Other	NA	79
4004	341	Absence_explanation	people	Minor	Other	NA	83
4005	341	Absence_explanation	only	Minor	Other	even if as low as about	85
4006	341	Absence_explanation	situation	Minor	Other	NA	91
4007	341	lex_item_choice	prosperous	Major	Other	beneficial	95
4008	341	Word_choice	age	Major	Other	NA	108
4009	341	Tense_choice	changes	Major	Other	changed	111
4010	341	Word_order	groups of other ages	Critical	L1_interference	other age groups	134
4010	341	Word_order	groups of other ages	Critical	L1_interference	other age groups	135
4010	341	Word_order	groups of other ages	Critical	L1_interference	other age groups	136
4010	341	Word_order	groups of other ages	Critical	L1_interference	other age groups	137
4011	341	Prepositions	in	Major	Other	with	148
4012	341	lex_item_choice	sharped	Major	Other	gone	152
4013	341	lex_item_choice	exponential	Major	Other	revealing	171
4014	341	Number	is	Major	Other	are	172
4015	341	Number	figure	Minor	Other	figures	173
4016	341	Absence_explanation	about	Major	Other	NA	174
4017	341	Prepositions	in	Major	Other	at	176
4018	341	Category_confusion	of obese	Major	Other	obese cases	187
4018	341	Category_confusion	of obese	Major	Other	obese cases	188
4019	341	Prepositions	of	Major	Other	NA	187
4020	341	Discourse	a few	Minor	Other	NA	185
4020	341	Discourse	a few	Minor	Other	NA	186
4021	341	Absence_explanation	50-s	Minor	Other	1950	182
4022	341	Discourse	only	Minor	Other	about	190
4023	341	lex_item_choice	thick	Major	Other	fat	198
4024	341	Modals_choice	are	Major	Other	have	220
4025	341	lex_item_choice	noticed	Major	Other	noted	223
4026	341	Word_choice	seriously considered	Major	Other	NA	225
4026	341	Word_choice	seriously considered	Major	Other	NA	226
4026	342	Prepositions	for	Major	L1_interference	of	10
4026	344	note	Let us take a closer look.	Minor	Other	NA	66
4026	344	note	Let us take a closer look.	Minor	Other	NA	67
4026	344	note	Let us take a closer look.	Minor	Other	NA	68
4026	344	note	Let us take a closer look.	Minor	Other	NA	70
4026	344	note	Let us take a closer look.	Minor	Other	NA	71
4026	344	note	Let us take a closer look.	Minor	Other	NA	72
4026	344	note	Let us take a closer look.	Minor	Other	NA	209
4027	344	Quantifiers	more wit	Minor	L1_interference	NA	281
4027	344	Quantifiers	more wit	Minor	L1_interference	NA	282
4027	345	lex_item_choice	model	NA	NA	resulting model	192
4028	345	Absence_comp_sent	Results	NA	NA	Results are expected to	222
4028	346	lex_item_choice	amount	Major	L1_interference	number	24
4028	347	Concession	Despite that	NA	NA	Although	2
4028	347	Concession	Despite that	NA	NA	Although	3
4029	347	Art_choice	the	NA	NA	NA	4
4030	347	Art_form	hundred	NA	NA	a hundred	10
4031	347	lex_item_choice	on the top of	NA	NA	attracting	21
4031	347	lex_item_choice	on the top of	NA	NA	attracting	22
4031	347	lex_item_choice	on the top of	NA	NA	attracting	23
4031	347	lex_item_choice	on the top of	NA	NA	attracting	24
4032	347	Absence_comp_sent	researchers	NA	NA	researchers' attention	25
4033	347	lex_item_choice	up	NA	NA	NA	29
4034	347	Prepositions	to	Critical	NA	toward	77
4035	347	Prepositions	to	Critical	NA	toward	82
4036	347	Art_choice	a host society	Critical	Absence_of_Category_in_L1	the host society	85
4036	347	Art_choice	a host society	Critical	Absence_of_Category_in_L1	the host society	86
4036	347	Art_choice	a host society	Critical	Absence_of_Category_in_L1	the host society	87
4037	347	Absence_explanation	clear	Minor	NA	entirely clear	193
4038	347	Tense_choice	was	NA	NA	has been	196
4039	347	lex_item_choice	found	NA	NA	suggested	197
4040	347	Standard	there is an influence of social and political context on the acculturation process	NA	NA	acculturation process is influenced by social and political context	199
4040	347	Standard	there is an influence of social and political context on the acculturation process	NA	NA	acculturation process is influenced by social and political context	200
4040	347	Standard	there is an influence of social and political context on the acculturation process	NA	NA	acculturation process is influenced by social and political context	201
4040	347	Standard	there is an influence of social and political context on the acculturation process	NA	NA	acculturation process is influenced by social and political context	202
4040	347	Standard	there is an influence of social and political context on the acculturation process	NA	NA	acculturation process is influenced by social and political context	203
4040	347	Standard	there is an influence of social and political context on the acculturation process	NA	NA	acculturation process is influenced by social and political context	204
4040	347	Standard	there is an influence of social and political context on the acculturation process	NA	NA	acculturation process is influenced by social and political context	205
4040	347	Standard	there is an influence of social and political context on the acculturation process	NA	NA	acculturation process is influenced by social and political context	206
4040	347	Standard	there is an influence of social and political context on the acculturation process	NA	NA	acculturation process is influenced by social and political context	207
4040	347	Standard	there is an influence of social and political context on the acculturation process	NA	NA	acculturation process is influenced by social and political context	208
4040	347	Standard	there is an influence of social and political context on the acculturation process	NA	NA	acculturation process is influenced by social and political context	209
4040	347	Standard	there is an influence of social and political context on the acculturation process	NA	NA	acculturation process is influenced by social and political context	210
4040	347	Standard	there is an influence of social and political context on the acculturation process	NA	NA	acculturation process is influenced by social and political context	211
4041	347	Incoherent_intro_unit	Therefore	Minor	NA	NA	213
4042	347	Prepositions	in	NA	NA	NA	215
4043	347	lex_item_choice	examine	Minor	NA	consider	221
4044	347	Redundant_ref	we	Minor	Other	NA	219
4045	347	Art_choice	growing up number	Major	Absence_of_Category_in_L1	the growing number	28
4045	347	Art_choice	growing up number	Major	Absence_of_Category_in_L1	the growing number	29
4045	347	Art_choice	growing up number	Major	Absence_of_Category_in_L1	the growing number	30
4046	347	Tautology	cultures	NA	NA	NA	54
4047	347	Spelling	J.W.	NA	NA	NA	NA
4048	347	Word_choice	is	NA	NA	includes cases	106
4049	347	Art_choice	the identification	NA	NA	identification	110
4049	347	Art_choice	the identification	NA	NA	identification	111
4050	347	Art_choice	the identification	NA	NA	identification	118
4050	347	Art_choice	the identification	NA	NA	identification	119
4051	347	Transitive	accept to	NA	NA	accept	138
4051	347	Transitive	accept to	NA	NA	accept	139
4052	347	Pronouns	there	NA	NA	it	143
4053	347	Art_choice	the rejection	NA	NA	rejection	149
4053	347	Art_choice	the rejection	NA	NA	rejection	150
4054	347	Category_confusion	influence	NA	NA	is influenced by	202
4054	348	Verb_pattern	conveying	Critical	Other	conveyed	24
4055	348	suggestion	as different, as similar	Critical	Other	both something similar and something different	111
4055	348	suggestion	as different, as similar	Critical	Other	both something similar and something different	112
4055	348	suggestion	as different, as similar	Critical	Other	both something similar and something different	113
4055	348	suggestion	as different, as similar	Critical	Other	both something similar and something different	114
4055	348	suggestion	as different, as similar	Critical	Other	both something similar and something different	115
4056	348	Prepositional_verb	before	Major	L1_interference	above	195
4057	348	Verb_pattern	building	Major	Other	to build	283
4058	348	Formational_affixes	variable	Critical	Other	various	542
4058	349	Noun_number	life	NA	NA	lives	9
4059	349	Punctuation	NA	NA	NA	,	NA
4060	349	Det_choice	NA	NA	NA	their	NA
4061	349	Spelling	personalit	NA	NA	ies	31
4062	349	Noun_number	NA	NA	NA	s	NA
4063	349	Noun_number	value	NA	NA	s	36
4064	349	Prepositions	But	NA	NA	However,	60
4065	349	Number	intend	NA	NA	s	63
4066	349	lex_item_choice	looking at	NA	NA	consider	65
4066	349	lex_item_choice	looking at	NA	NA	consider	66
4067	349	Noun_number	NA	NA	NA	s	NA
4068	349	Noun_number	life	NA	NA	lives	92
4069	349	lex_item_choice	advanced	NA	NA	proposed	99
4070	349	Prepositions	in	NA	NA	at	100
4071	349	lex_item_choice	phase	NA	NA	stage	102
4072	349	Modals_choice	supplement	NA	NA	may supplement	132
4073	349	Punctuation	NA	NA	NA	,	NA
4074	349	Diff	intend for looking	Major	NA	intends to look	63
4074	349	Diff	intend for looking	Major	NA	intends to look	64
4074	349	Diff	intend for looking	Major	NA	intends to look	65
4074	350	Word_order	Conceptualization of the emotions	Major	L1_interference	Emotion conceptualization	52
4074	350	Word_order	Conceptualization of the emotions	Major	L1_interference	Emotion conceptualization	53
4074	350	Word_order	Conceptualization of the emotions	Major	L1_interference	Emotion conceptualization	54
4074	350	Word_order	Conceptualization of the emotions	Major	L1_interference	Emotion conceptualization	55
4075	350	suggestion	cultural	NA	NA	their	61
4076	350	Word_order	cultural different and common features	Critical	L1_interference	their different and common cultural features	61
4076	350	Word_order	cultural different and common features	Critical	L1_interference	their different and common cultural features	62
4076	350	Word_order	cultural different and common features	Critical	L1_interference	their different and common cultural features	63
4076	350	Word_order	cultural different and common features	Critical	L1_interference	their different and common cultural features	64
4076	350	Word_order	cultural different and common features	Critical	L1_interference	their different and common cultural features	65
4077	350	Discourse	the exact emotion is	Major	L1_interference	different emotion types are	82
4077	350	Discourse	the exact emotion is	Major	L1_interference	different emotion types are	83
4077	350	Discourse	the exact emotion is	Major	L1_interference	different emotion types are	84
4077	350	Discourse	the exact emotion is	Major	L1_interference	different emotion types are	85
4078	350	Prepositions	throughout	Critical	Other	across	87
4079	350	Articles	the	Critical	Absence_of_Category_in_L1	NA	88
4080	350	Articles	the	Critical	Absence_of_Category_in_L1	a	95
4081	350	Articles	description	Critical	Absence_of_Category_in_L1	the description	99
4082	350	Articles	the	Critical	Absence_of_Category_in_L1	NA	101
4082	351	Art_choice	The	Major	Other	NA	30
4083	351	Art_choice	the	Critical	Other	NA	43
4084	351	Art_choice	the	Critical	Other	NA	47
4085	351	Word_choice	trouble	Critical	Other	worry	73
4086	351	Art_choice	The	Critical	Other	NA	116
4087	351	Art_choice	the	Critical	Other	NA	119
4088	351	Art_choice	the	Critical	Other	NA	125
4089	351	Prepositions	which each	Critical	Other	for their	129
4089	351	Prepositions	which each	Critical	Other	for their	130
4090	351	Number	team	Major	Other	teams	131
4091	351	suggestion	is suggested	Major	Other	NA	132
4091	351	suggestion	is suggested	Major	Other	NA	133
4092	351	Art_choice	The	Critical	Other	NA	NA
4093	351	Word_choice	anxiety	Critical	Other	aspiration	166
4094	351	Prepositions	for	Critical	Typo	in	190
4095	351	Art_choice	the	Critical	Other	NA	191
4096	351	Word_choice	shown by	Major	Other	on the part of	193
4096	351	Word_choice	shown by	Major	Other	on the part of	194
4097	351	Art_choice	the	Critical	Other	NA	195
4098	351	Word_choice	stop to	Major	Other	not	201
4099	351	Word_choice	by sports persons	Major	Other	NA	204
4099	351	Word_choice	by sports persons	Major	Other	NA	205
4100	351	Art_choice	the	Critical	Other	NA	217
4101	351	suggestion	p	Major	Other	sports industry's	NA
4102	351	suggestion	of the sports industry	Major	Other	NA	219
4102	351	suggestion	of the sports industry	Major	Other	NA	220
4102	351	suggestion	of the sports industry	Major	Other	NA	221
4103	351	Art_choice	an	Critical	Other	NA	234
4104	351	Nouns	audience	Critical	Other	audiences	236
4105	351	Det_choice	t	Major	Other	that	NA
4106	351	suggestion	of the	Major	Other	NA	278
4106	351	suggestion	of the	Major	Other	NA	279
4107	351	Art_choice	the	Critical	Other	NA	NA
4108	351	suggestion	s	NA	NA	demonstrate	NA
4108	352	Articles	At first	Major	Absence_of_Category_in_L1	At a first	41
4108	352	Articles	At first	Major	Absence_of_Category_in_L1	At a first	42
4109	352	Adjectives	the most visited	Major	Other	the most frequently visited	48
4109	352	Adjectives	the most visited	Major	Other	the most frequently visited	49
4109	352	Adjectives	the most visited	Major	Other	the most frequently visited	50
4110	352	note	70%	NA	NA	70 % for...	69
4111	352	note	25%	NA	NA	25 % ... ,	73
4112	352	Punctuation	r	Minor	Typo	,	NA
4113	352	Adverbs	40%	Minor	Other	only 40%	102
4114	352	Abs_comp_clause	speakers	Minor	Other	speakers going to the library	108
4115	352	Punctuation	l	Minor	Typo	,	NA
4116	352	note	.	NA	NA	What is your hypothesis why that is so?	185
4116	353	Punctuation	production	NA	NA	production,	188
4117	353	Spelling	pneumonia related	NA	NA	pneumonia-related	241
4117	353	Spelling	pneumonia related	NA	NA	pneumonia-related	242
4118	353	Punctuation	Worldwide	NA	NA	Worldwide,	251
4119	353	Pronouns	mindless	NA	NA	their	417
4119	354	lex_item_choice	amount	Major	Typo	number	24
4120	354	lex_item_choice	word phrase	NA	NA	utterance	43
4120	354	lex_item_choice	word phrase	NA	NA	utterance	44
4121	354	lex_part_choice	like	Major	Other	as	83
4122	354	suggestion	distinguish	Critical	Other	distinguish between	101
4123	354	note	confirms	Minor	Other	states	147
4124	354	note	The sufficient condition of homonymy	Major	Other	awkward	184
4124	354	note	The sufficient condition of homonymy	Major	Other	awkward	185
4124	354	note	The sufficient condition of homonymy	Major	Other	awkward	186
4124	354	note	The sufficient condition of homonymy	Major	Other	awkward	187
4124	354	note	The sufficient condition of homonymy	Major	Other	awkward	188
4125	354	lex_item_choice	adoptions	Major	Other	borrowings	251
4126	354	Art_choice	Intuition	Critical	Absence_of_Category_in_L1	The intuition	325
4127	354	Standard	what for one person is very familiar	Critical	L1_interference	what is very familiar for one person	371
4127	354	Standard	what for one person is very familiar	Critical	L1_interference	what is very familiar for one person	372
4127	354	Standard	what for one person is very familiar	Critical	L1_interference	what is very familiar for one person	373
4127	354	Standard	what for one person is very familiar	Critical	L1_interference	what is very familiar for one person	374
4127	354	Standard	what for one person is very familiar	Critical	L1_interference	what is very familiar for one person	375
4127	354	Standard	what for one person is very familiar	Critical	L1_interference	what is very familiar for one person	376
4127	354	Standard	what for one person is very familiar	Critical	L1_interference	what is very familiar for one person	377
4128	354	lex_part_choice	enough	Major	Other	NA	437
4129	354	Punctuation	up,although	Minor	Typo	up, although	405
4129	354	Punctuation	up,although	Minor	Typo	up, although	406
4129	354	Punctuation	up,although	Minor	Typo	up, although	407
4129	355	Articles	a	Critical	Absence_of_Category_in_L1	NA	22
4130	355	suggestion	tendence of	NA	NA	NA	24
4130	355	suggestion	tendence of	NA	NA	NA	25
4131	355	Prepositions	of	Major	Other	in	60
4132	355	Punctuation	,	Minor	L1_interference	NA	72
4133	355	lex_item_choice	follow	Major	Other	show	73
4134	355	Word_order	the accelerating from year to year trend	Critical	L1_interference	the accelerating pattern from year to year	74
4134	355	Word_order	the accelerating from year to year trend	Critical	L1_interference	the accelerating pattern from year to year	75
4134	355	Word_order	the accelerating from year to year trend	Critical	L1_interference	the accelerating pattern from year to year	76
4134	355	Word_order	the accelerating from year to year trend	Critical	L1_interference	the accelerating pattern from year to year	77
4134	355	Word_order	the accelerating from year to year trend	Critical	L1_interference	the accelerating pattern from year to year	78
4134	355	Word_order	the accelerating from year to year trend	Critical	L1_interference	the accelerating pattern from year to year	79
4134	355	Word_order	the accelerating from year to year trend	Critical	L1_interference	the accelerating pattern from year to year	80
4135	355	lex_item_choice	trend	Major	Other	pattern	80
4136	355	Abs_comp_clause	extinction	Major	Other	NA	82
4137	355	Prepositions	5,000 species	Critical	Other	NA	83
4137	355	Prepositions	5,000 species	Critical	Other	NA	84
4138	355	Discourse	extinction of	Major	Other	NA	90
4138	355	Discourse	extinction of	Major	Other	NA	91
4139	355	Prepositions	start	Major	Other	starts	111
4140	355	Articles	an	Major	Absence_of_Category_in_L1	the	112
4141	355	Spelling	tendence	Minor	Other	tendency	114
4142	355	suggestion	of slowing extinction	NA	NA	NA	115
4142	355	suggestion	of slowing extinction	NA	NA	NA	116
4142	355	suggestion	of slowing extinction	NA	NA	NA	117
4143	355	lex_item_choice	index	Major	Other	rate	122
4144	355	Discourse	of human activity, threatening to plant life	Major	Other	of threats to plant survival coming from human activity	141
4144	355	Discourse	of human activity, threatening to plant life	Major	Other	of threats to plant survival coming from human activity	142
4144	355	Discourse	of human activity, threatening to plant life	Major	Other	of threats to plant survival coming from human activity	143
4144	355	Discourse	of human activity, threatening to plant life	Major	Other	of threats to plant survival coming from human activity	144
4144	355	Discourse	of human activity, threatening to plant life	Major	Other	of threats to plant survival coming from human activity	145
4144	355	Discourse	of human activity, threatening to plant life	Major	Other	of threats to plant survival coming from human activity	146
4144	355	Discourse	of human activity, threatening to plant life	Major	Other	of threats to plant survival coming from human activity	147
4144	355	Discourse	of human activity, threatening to plant life	Major	Other	of threats to plant survival coming from human activity	148
4145	355	Relative_clause	where	Major	Other	among which	150
4146	355	Articles	an	Critical	Absence_of_Category_in_L1	NA	135
4147	355	suggestion	cents	Minor	Other	per cent	160
4148	355	suggestion	per cents	Minor	Other	per cent	165
4148	355	suggestion	per cents	Minor	Other	per cent	166
4149	355	Discourse	theats	Major	Other	NA	154
4150	355	Spelling	percents	Minor	L1_interference	per cent	191
4151	355	suggestion	per cents	Minor	Other	per cent	197
4151	355	suggestion	per cents	Minor	Other	per cent	198
4152	355	Discourse	to be	Minor	Other	NA	176
4152	355	Discourse	to be	Minor	Other	NA	177
4153	355	suggestion	per cents	Minor	Other	per cent	180
4153	355	suggestion	per cents	Minor	Other	per cent	181
4154	355	Word_order	dangerous factors	Critical	Other	facts dangerous	183
4154	355	Word_order	dangerous factors	Critical	Other	facts dangerous	184
4155	355	Prepositions	of	Major	Other	for	192
4156	355	Prepositions	of	Major	Other	for	199
4157	355	lex_item_choice	prognosed	Major	Other	predicted	210
4158	355	lex_item_choice	stagnate	Major	Other	decrease	212
4159	355	Discourse	especially human-provided,	Major	Other	NA	231
4159	355	Discourse	especially human-provided,	Major	Other	NA	232
4159	355	Discourse	especially human-provided,	Major	Other	NA	233
4160	355	Category_confusion	most theatening	Major	Other	worst threat	237
4160	355	Category_confusion	most theatening	Major	Other	worst threat	238
4160	356	lex_item_choice	alteration	NA	NA	changes	9
4161	356	Prepositions	of	NA	NA	in	17
4162	356	suggestion	some	NA	NA	NA	23
4163	356	suggestion	threats to	NA	NA	NA	32
4163	356	suggestion	threats to	NA	NA	NA	33
4164	356	lex_item_choice	life	NA	NA	survival	35
4165	356	Agreement_errors	This inform	NA	NA	This informs	63
4165	356	Agreement_errors	This inform	NA	NA	This informs	64
4166	356	Punctuation	us, that	NA	NA	us that	65
4166	356	Punctuation	us, that	NA	NA	us that	66
4166	356	Punctuation	us, that	NA	NA	us that	67
4167	356	lex_item_choice	being	NA	NA	creatures	72
4168	356	Prepositions	of	NA	NA	in	73
4169	356	lex_item_choice	has	NA	NA	is	110
4170	356	lex_item_choice	influence on threats	NA	NA	threat	113
4170	356	lex_item_choice	influence on threats	NA	NA	threat	114
4170	356	lex_item_choice	influence on threats	NA	NA	threat	115
4171	356	lex_item_choice	is	NA	NA	causes	121
4172	356	suggestion	81,3%	NA	NA	81.3% of all extinctions	123
